ct_pickup,n_pooled,shared_ride_ids,avg_trip_distance,avg_fare_amount,avg_trip_time_in_secs,total_passengers,n_shared_rides,pooled_fraction,period_id
1015101,1,"[[300151, 1827775]]",1.44,9.25,667.0,2,2,0.0022271714922048997,0_15_
1015200,1,"[[305460, 315255]]",0.7749999999999999,5.25,300.0,2,2,0.0022271714922048997,0_15_
1015301,1,"[[355228, 328911]]",1.285,7.25,450.0,2,2,0.0022271714922048997,0_15_
1015302,7,"[[320701, 1079253, 1062381], [1828444, 1087388, 1818184], [316269, 318486, 331526], [1081688, 316013], [1819370, 1073952], [318200, 331929], [1083130, 1082525]]",1.7923809523809524,9.619047619047619,697.3809523809524,27,17,0.015590200445434299,0_15_
1015700,2,"[[318207, 312371, 320668], [310219, 313922]]",1.5208333333333335,8.458333333333334,555.0,11,5,0.004454342984409799,0_15_
1015801,2,"[[1828495, 320717], [1078758, 321392]]",1.9675,9.0,596.25,6,4,0.004454342984409799,0_15_
1016001,2,"[[309843, 301621], [1822921, 1803327, 319103, 322737]]",1.40375,7.5,468.375,15,6,0.004454342984409799,0_15_
1016002,1,"[[1075926, 1812944]]",1.3,6.25,329.0,2,2,0.0022271714922048997,0_15_
1016300,1,"[[1074582, 314186, 1828944]]",2.16,11.5,886.0,3,3,0.0022271714922048997,0_15_
1016500,1,"[[1062810, 339830]]",2.64,13.75,1119.5,7,2,0.0022271714922048997,0_15_
1016600,1,"[[1823632, 317241]]",3.625,15.75,1248.0,3,2,0.0022271714922048997,0_15_
1016900,2,"[[1813807, 1070361], [1812258, 317621]]",1.5975,8.25,549.75,5,4,0.004454342984409799,0_15_
1017700,2,"[[326163, 1076268], [342563, 1067803]]",2.7199999999999998,12.75,943.5,4,4,0.004454342984409799,0_15_
1017900,1,"[[1818109, 337939]]",0.575,4.75,239.5,6,2,0.0022271714922048997,0_15_
1018100,2,"[[1081288, 1081504], [1826631, 1072133]]",1.3250000000000002,6.875,361.75,4,4,0.004454342984409799,0_15_
1018200,1,"[[314932, 315192]]",0.785,5.5,300.0,3,2,0.0022271714922048997,0_15_
1018900,2,"[[321344, 325744], [1074553, 1824620]]",3.4,16.75,1364.5,4,4,0.004454342984409799,0_15_
1019100,1,"[[355867, 324596]]",1.345,7.75,540.0,9,2,0.0022271714922048997,0_15_
1019500,2,"[[1801964, 1807613], [1802636, 337137]]",1.695,8.625,604.0,5,4,0.004454342984409799,0_15_
1019900,2,"[[324328, 1062155], [1056904, 327947]]",1.53,7.625,450.0,4,4,0.004454342984409799,0_15_
1022900,1,"[[324229, 320721]]",2.215,10.0,630.0,5,2,0.0022271714922048997,0_15_
1031703,4,"[[324798, 316868], [321046, 336251], [1063211, 1826585], [330779, 1078649]]",1.96375,10.375,737.875,12,8,0.008908685968819599,0_15_
1031704,5,"[[329471, 1079370], [334136, 332608], [1057005, 298942], [1079547, 339242], [1069991, 345892]]",2.4050000000000002,10.85,748.2,10,10,0.011135857461024499,0_15_
1031900,1,"[[1062350, 1063879]]",0.6499999999999999,5.0,260.5,4,2,0.0022271714922048997,0_15_
1001300,2,"[[1822343, 1830784], [327087, 340710]]",0.73,5.5,302.0,4,4,0.004347826086956522,0_16_
1001502,1,"[[329460, 1095432]]",4.875,17.5,1094.0,2,2,0.002173913043478261,0_16_
1001800,1,"[[332974, 1073224]]",0.645,4.75,252.0,2,2,0.002173913043478261,0_16_
1002100,4,"[[346200, 1829005], [1823306, 340794, 352507], [350107, 336272], [1082287, 1797866]]",3.32125,14.708333333333332,1143.5,13,9,0.008695652173913044,0_16_
1003001,1,"[[329109, 1066946]]",3.625,15.75,1115.0,2,2,0.002173913043478261,0_16_
1003002,1,"[[327257, 346270]]",1.21,7.25,480.0,2,2,0.002173913043478261,0_16_
1003300,5,"[[341179, 1104730], [1829810, 1067298], [1073227, 322508], [1826260, 2475825], [327687, 1067040, 359372]]",1.6009999999999998,8.166666666666668,533.6666666666666,21,11,0.010869565217391304,0_16_
1003602,1,"[[349992, 1823204]]",2.34,10.75,754.0,2,2,0.002173913043478261,0_16_
1003700,5,"[[355944, 2474863], [1083134, 1104058], [1828800, 1825960], [2474250, 1104528], [1128625, 2474934]]",2.4539999999999997,11.1,828.1,23,10,0.010869565217391304,0_16_
1003900,7,"[[319653, 340050], [347321, 1128620], [347179, 1834646], [325686, 1102615], [1104460, 1104725], [1096087, 1058958], [337288, 327934]]",1.9714285714285715,9.714285714285714,684.1428571428571,34,14,0.015217391304347827,0_16_
1004002,1,"[[317369, 348365]]",0.535,4.5,240.0,2,2,0.002173913043478261,0_16_
1004200,2,"[[1826616, 1827079], [1078954, 1825645]]",1.35,7.5,493.5,4,4,0.004347826086956522,0_16_
1004300,1,"[[340211, 1073701]]",0.91,5.25,272.5,3,2,0.002173913043478261,0_16_
1004400,1,"[[1078127, 2475370]]",1.795,9.75,710.5,2,2,0.002173913043478261,0_16_
1004500,1,"[[1059354, 356353]]",3.3150000000000004,15.0,1187.5,2,2,0.002173913043478261,0_16_
1004800,4,"[[1823362, 1064155], [1073734, 1823724], [1080342, 1104467], [1078196, 1098729]]",1.3875,8.25,599.625,8,8,0.008695652173913044,0_16_
1004900,1,"[[339835, 1079387]]",1.4300000000000002,8.0,528.5,6,2,0.002173913043478261,0_16_
1005000,6,"[[1073051, 330668], [2474065, 341655, 349083], [327614, 335142], [1822277, 1072393], [1077616, 1103721], [1066599, 1081029]]",1.3027777777777778,7.666666666666667,527.0,21,13,0.013043478260869565,0_16_
1005200,2,"[[325522, 1072358], [324173, 322648]]",2.185,9.875,671.75,8,4,0.004347826086956522,0_16_
1005400,1,"[[342960, 351306]]",2.88,12.25,810.0,4,2,0.002173913043478261,0_16_
1005502,1,"[[1828812, 329229]]",2.545,11.25,807.5,2,2,0.002173913043478261,0_16_
1005600,6,"[[350760, 1072778], [323077, 1102541], [335139, 352366], [1104298, 1802721], [328393, 335798], [322900, 350951]]",1.0425000000000002,6.833333333333333,442.5,33,12,0.013043478260869565,0_16_
1005800,6,"[[357537, 1828808], [339355, 340778, 1063881], [1103819, 1104168], [339887, 327130], [2474716, 1058842, 331156], [1823590, 1801748]]",1.2461111111111112,7.597222222222222,542.8333333333334,26,14,0.013043478260869565,0_16_
1006100,1,"[[1807023, 1066731]]",0.8500000000000001,6.5,427.0,2,2,0.002173913043478261,0_16_
1006200,3,"[[1058062, 349082], [338018, 338971], [356947, 1827676]]",1.26,8.0,572.0,8,6,0.006521739130434782,0_16_
1006300,3,"[[357913, 1102728], [1072630, 1103776], [1807492, 1077207]]",1.9416666666666664,9.833333333333334,718.0,11,6,0.006521739130434782,0_16_
1006400,4,"[[1823320, 1126676], [1826811, 326275], [1067293, 1103788], [1104464, 350482]]",1.9525,10.0625,733.875,10,8,0.008695652173913044,0_16_
1006500,1,"[[1103092, 1077246]]",1.4,7.25,489.5,2,2,0.002173913043478261,0_16_
1006600,3,"[[1096279, 2475809], [329252, 1069743], [1103328, 1128105, 349909]]",1.7100000000000002,9.305555555555555,719.8333333333334,17,7,0.006521739130434782,0_16_
1006700,1,"[[2475289, 2474611, 2475086]]",3.2600000000000002,13.833333333333334,980.0,5,3,0.002173913043478261,0_16_
1006800,6,"[[1822692, 1063813, 317352], [1069859, 318779], [1096111, 2475214], [1085768, 340138, 329383], [2474356, 1128070], [1823672, 354953]]",1.014722222222222,6.708333333333333,454.2777777777778,16,14,0.013043478260869565,0_16_
1006900,5,"[[1073171, 1798178], [1070844, 348054], [2474689, 2475906], [328666, 318445], [1077528, 1829800, 350135]]",2.411,11.75,897.7666666666667,19,11,0.010869565217391304,0_16_
1007100,2,"[[1064197, 1850483], [346406, 339229]]",1.3475000000000001,7.375,475.75,4,4,0.004347826086956522,0_16_
1007200,8,"[[1066943, 2474489], [1818908, 327612], [1823323, 1104403], [1829217, 349344], [1070787, 1104729], [347474, 341893], [1829819, 1826610], [340736, 1077360]]",1.34375,7.53125,484.0,27,16,0.017391304347826087,0_16_
1007300,2,"[[1078130, 1104354], [1820324, 1064103]]",1.0250000000000001,6.625,421.0,5,4,0.004347826086956522,0_16_
1007400,3,"[[329169, 338699], [345471, 1826091], [345470, 341467]]",1.0,6.416666666666667,438.1666666666667,10,6,0.006521739130434782,0_16_
1007500,1,"[[373789, 1812109]]",2.105,12.5,1004.5,6,2,0.002173913043478261,0_16_
1007600,5,"[[375773, 1798514], [338039, 1096104], [351582, 1080767], [1834491, 1097162], [319645, 1071045]]",0.7969999999999999,10.3,302.6,16,10,0.010869565217391304,0_16_
1007800,3,"[[2475861, 1850728, 1128957], [1840854, 1072391], [318055, 1078556]]",1.2338888888888888,7.8055555555555545,541.8888888888888,9,7,0.006521739130434782,0_16_
1007900,4,"[[339279, 1078921], [1077666, 330921], [1126818, 338083], [1082818, 349252]]",2.05875,10.9375,838.25,17,8,0.008695652173913044,0_16_
1008000,8,"[[2474365, 1097161], [1073271, 327890], [335235, 1072936], [1077665, 1097167], [1078072, 1083363], [1073978, 349701], [2474149, 1063538, 1104857, 1077539, 1834564], [1077248, 957843]]",0.993625,6.44375,408.25,27,19,0.017391304347826087,0_16_
1008200,10,"[[2475993, 338696, 1102538], [359233, 1822900], [1829834, 351771], [1096944, 328998], [1074803, 333599], [1821049, 323065], [1077178, 1073520], [1073729, 342225], [327016, 1078952], [1083256, 1078002, 336666]]",1.1663333333333334,6.966666666666667,441.8166666666667,34,22,0.021739130434782608,0_16_
1008300,2,"[[1096018, 349090], [1829459, 1820688]]",1.47,7.375,450.25,4,4,0.004347826086956522,0_16_
1008400,2,"[[1058482, 2476088], [2476096, 347604]]",2.3850000000000002,11.625,850.0,9,4,0.004347826086956522,0_16_
1008601,1,"[[1832902, 330886]]",0.845,5.5,289.5,7,2,0.002173913043478261,0_16_
1008603,2,"[[350395, 2475017], [1104732, 1126914, 342949]]",2.005,12.041666666666668,1009.3333333333333,15,5,0.004347826086956522,0_16_
1008800,6,"[[322580, 1073349], [1072897, 1074825, 318468], [1063288, 1063513, 318265], [1079091, 1127663], [1824461, 331063], [2474951, 366733]]",1.1541666666666666,6.9305555555555545,440.8055555555556,18,14,0.013043478260869565,0_16_
1009100,3,"[[1808186, 358548], [1078116, 342687], [1063530, 327903]]",1.82,9.083333333333334,623.8333333333334,10,6,0.006521739130434782,0_16_
1009200,16,"[[1820516, 1095365], [1822850, 329121], [1078846, 335140], [1824753, 1059109, 330499], [1104964, 330711, 1821284, 1077970], [1082994, 1801967], [1069741, 1807326], [350753, 329103], [329354, 1819666], [339911, 1828304, 339214], [1807626, 1821989, 347483, 319903], [350580, 359588], [349276, 1104486, 1073008], [1834909, 358131, 1834253], [1103144, 1083374], [332420, 333046]]",0.9229166666666667,6.231770833333333,388.2083333333333,49,40,0.034782608695652174,0_16_
1009300,3,"[[1835180, 2475915], [1069071, 1078113], [375918, 337678]]",1.1216666666666666,7.083333333333333,463.5,6,6,0.006521739130434782,0_16_
1009400,9,"[[330864, 1069855], [1073083, 1822524, 355298], [1824274, 1839743], [1807461, 342003], [1825223, 1817425], [324474, 1104421, 357546], [333111, 336558], [320786, 332600, 335332], [329420, 340609]]",0.7162962962962962,5.203703703703704,290.5,41,21,0.01956521739130435,0_16_
1009500,4,"[[1825184, 2475484], [1063970, 333337], [342564, 340206], [1073671, 1071020]]",1.6912500000000001,9.625,722.375,18,8,0.008695652173913044,0_16_
1009700,1,"[[1077205, 1083203]]",2.1,11.0,889.0,2,2,0.002173913043478261,0_16_
1009800,9,"[[331375, 1096096], [337801, 1825268], [338284, 1104541], [1840843, 341521], [1058094, 340965, 340563], [324128, 343320], [1801778, 329502, 332072, 321486, 1821768], [348068, 1828799, 321632], [325084, 349958, 1072935]]",1.2601851851851853,7.861111111111111,565.7740740740741,34,24,0.01956521739130435,0_16_
1009901,3,"[[1823129, 1085821], [1829028, 348489, 332086], [342226, 1073228]]",2.0366666666666666,10.666666666666666,791.1111111111112,8,7,0.006521739130434782,0_16_
1009902,1,"[[349855, 1104791]]",1.815,9.25,677.0,6,2,0.002173913043478261,0_16_
1009903,1,"[[340706, 1079593]]",1.43,7.25,452.0,2,2,0.002173913043478261,0_16_
1010000,4,"[[336445, 376165], [1067041, 359606], [1824424, 359235], [1822628, 1825276]]",0.90375,6.75,466.25,14,8,0.008695652173913044,0_16_
1010100,25,"[[1826276, 1058457], [1103723, 1078136], [1083263, 1803898, 327132], [1840838, 1102732, 1820708], [333037, 1823723], [1079549, 339603], [1807009, 340838], [1073524, 320977], [341376, 1820370], [322658, 1126664, 1819795], [1073363, 320702], [340542, 1823268], [1073172, 1092912], [345339, 1828801], [373790, 1096282], [1828089, 1083349, 1073099], [1846214, 2476045], [1102479, 346561, 1807483], [1837165, 338608], [1823308, 323778], [1829702, 1831836, 1822274], [332470, 2476182, 1830214, 1127391], [1066604, 349288], [1120017, 1079678], [360350, 1077802]]",1.4509999999999998,8.268333333333334,577.4433333333334,90,58,0.05434782608695652,0_16_
1010200,4,"[[325831, 340313], [1822539, 316174], [350085, 1819603], [330703, 1803497]]",2.3762499999999998,11.875,911.875,15,8,0.008695652173913044,0_16_
1010300,1,"[[2476066, 328594, 327938]]",1.4933333333333334,8.666666666666666,680.0,5,3,0.002173913043478261,0_16_
1010400,1,"[[1825277, 1127389, 333339]]",0.71,5.833333333333333,405.6666666666667,3,3,0.002173913043478261,0_16_
1010601,1,"[[350110, 1104279, 337234]]",0.9733333333333333,6.333333333333333,421.6666666666667,3,3,0.002173913043478261,0_16_
1010602,1,"[[1098582, 327213]]",0.9600000000000001,7.0,477.5,6,2,0.002173913043478261,0_16_
1010802,3,"[[1095472, 319976], [1066909, 327975, 2475904], [345639, 1103148]]",1.3283333333333334,7.888888888888888,572.2222222222222,18,7,0.006521739130434782,0_16_
1010900,6,"[[327886, 2474302], [1096395, 1104972], [1808033, 1826981], [1807336, 1807142, 340692], [1104353, 1823411], [1102405, 335131]]",1.3041666666666665,7.708333333333333,538.5277777777778,23,13,0.013043478260869565,0_16_
1011000,6,"[[1823187, 1096103], [376258, 1077806], [339301, 1806962], [329118, 2475322], [1067710, 333583], [1083123, 1073803]]",1.8708333333333333,14.416666666666666,833.5833333333334,20,12,0.013043478260869565,0_16_
1011100,1,"[[357618, 329270]]",1.7999999999999998,11.0,870.0,2,2,0.002173913043478261,0_16_
1011202,3,"[[1817066, 357620], [341189, 2476117], [343847, 1822998]]",2.3983333333333334,11.833333333333334,858.1666666666666,11,6,0.006521739130434782,0_16_
1011203,1,"[[332400, 1821783]]",0.705,5.25,312.0,3,2,0.002173913043478261,0_16_
1011300,6,"[[355166, 346809], [358510, 1074611], [1063542, 319575], [1822181, 345640], [2474413, 2475147], [1806567, 1071043]]",0.8483333333333333,5.75,360.5,24,12,0.013043478260869565,0_16_
1011401,4,"[[377223, 1066601], [2475025, 331003], [332483, 1829446], [1820371, 319533]]",1.4100000000000001,8.5,621.75,12,8,0.008695652173913044,0_16_
1011402,8,"[[1827030, 329356], [1822176, 316969], [358147, 1064135, 338044], [1071788, 346267], [357722, 327872], [351706, 2474705], [346613, 1073357], [1072931, 1063935]]",1.0945833333333332,7.177083333333334,488.375,30,17,0.017391304347826087,0_16_
1011500,8,"[[1066945, 339167], [1104371, 342612], [2476229, 2474096], [1821023, 352448], [1811707, 1829476], [1818950, 327114], [2474100, 339284], [1063467, 1072387]]",1.20375,7.21875,479.6875,26,16,0.017391304347826087,0_16_
1011600,2,"[[1104319, 1081035], [328492, 1077407]]",1.585,8.75,645.0,4,4,0.004347826086956522,0_16_
1011700,2,"[[337642, 349919], [342166, 331045]]",1.7225,10.75,840.0,7,4,0.004347826086956522,0_16_
1011800,5,"[[321011, 1069359], [340568, 1827978, 339967, 1823680], [2475597, 2475196], [1847544, 1066944], [816689, 1825316]]",1.1355,7.45,528.65,18,12,0.010869565217391304,0_16_
1011900,5,"[[350642, 328250], [343324, 319754, 1083049], [345588, 1077819], [1083360, 381179], [1807366, 1083373]]",1.101,6.7,424.1333333333334,18,11,0.010869565217391304,0_16_
1012000,12,"[[1822999, 2475997], [1829030, 1829809], [332219, 343321], [332079, 1830652], [325126, 341656], [2475257, 1096285], [347662, 1079374], [375965, 349505], [337192, 2474845], [1806558, 1820975, 318576], [327124, 341749, 351483], [1083207, 1822159]]",1.8383333333333332,9.88888888888889,718.7222222222222,55,26,0.02608695652173913,0_16_
1012102,2,"[[1073088, 1078062], [332660, 347479]]",1.5574999999999999,8.25,547.0,4,4,0.004347826086956522,0_16_
1012200,2,"[[1823456, 341447], [1798540, 340869, 1063877, 321144]]",1.0525000000000002,6.625,425.125,13,6,0.004347826086956522,0_16_
1012400,4,"[[345340, 1126660], [342023, 1077198], [338223, 1082811], [339457, 339669]]",1.73625,10.375,846.25,19,8,0.008695652173913044,0_16_
1012500,8,"[[1823410, 363994], [1822167, 1829457], [2476245, 1821295], [376087, 347271], [350082, 1069099], [1120001, 359376, 1082813], [331866, 335796], [1103151, 340484, 1085833]]",0.96375,6.760416666666667,466.14583333333337,27,18,0.017391304347826087,0_16_
1012601,2,"[[1083366, 341931], [341517, 1827025, 1806573, 1806845]]",2.0250000000000004,10.0625,756.25,6,6,0.004347826086956522,0_16_
1012602,4,"[[1068875, 1807321], [341536, 1104304], [335406, 329775, 2474518], [1095624, 1126882]]",1.5499999999999998,9.104166666666666,676.0,21,9,0.008695652173913044,0_16_
1012700,1,"[[1095828, 2474167]]",1.775,10.5,799.0,2,2,0.002173913043478261,0_16_
1012800,9,"[[348881, 349532], [1806583, 357354], [1083728, 2475120], [325683, 1823366, 1073406, 1828805], [1823608, 1829667], [1829416, 1083059, 1067645], [1802598, 352014, 351472], [1127588, 339247, 1096534, 1829364, 358345], [1820297, 376334, 376207]]",2.142777777777778,10.618518518518519,747.4148148148148,36,26,0.01956521739130435,0_16_
1012901,1,"[[1098578, 1820368]]",1.45,8.0,510.5,2,2,0.002173913043478261,0_16_
1012902,3,"[[1830762, 1102844], [320790, 1807946], [348361, 373758]]",1.32,7.25,490.1666666666667,11,6,0.006521739130434782,0_16_
1013000,5,"[[352073, 1097413], [1078206, 325608], [1064158, 1843294, 1822173], [2475038, 346453], [1068044, 329977]]",1.5703333333333334,9.0,652.2,15,11,0.010869565217391304,0_16_
1013100,2,"[[322343, 319189], [349912, 342821]]",0.8875,6.5,435.0,4,4,0.004347826086956522,0_16_
1013201,2,"[[1830714, 358865], [1096017, 1081620]]",1.7574999999999998,11.0,915.5,4,4,0.004347826086956522,0_16_
1013202,2,"[[1077534, 358282], [351736, 1104381]]",3.0725,15.5,1275.5,4,4,0.004347826086956522,0_16_
1013203,1,"[[1069095, 316175]]",1.24,7.25,443.5,7,2,0.002173913043478261,0_16_
1013300,4,"[[331791, 1798239], [1822360, 2476146], [350136, 1077289, 1073736], [349241, 1820647]]",0.9391666666666666,6.4375,406.7916666666667,12,9,0.008695652173913044,0_16_
1013400,2,"[[1104761, 1078030], [352857, 1127798]]",2.3175,12.125,969.75,4,4,0.004347826086956522,0_16_
1013501,3,"[[351333, 2474577], [351388, 1823321], [1104351, 1824845]]",1.2483333333333333,8.416666666666666,642.3333333333334,13,6,0.006521739130434782,0_16_
1013603,1,"[[336779, 348646]]",3.1550000000000002,15.5,1290.0,5,2,0.002173913043478261,0_16_
1013700,7,"[[1078060, 362099, 1823232], [1829678, 349999], [319729, 322333], [329153, 1092925], [1823613, 1826007], [341093, 1063568], [1057578, 1831169, 1070003]]",0.9835714285714285,6.214285714285714,369.30952380952385,27,16,0.015217391304347827,0_16_
1013900,2,"[[340936, 419147], [2476097, 1104416]]",3.3125,15.25,1195.25,10,4,0.004347826086956522,0_16_
1014000,4,"[[337197, 325762], [1073364, 325085], [332803, 340228], [339285, 1127747, 375966]]",1.71375,9.0,638.7916666666666,20,9,0.008695652173913044,0_16_
1014200,12,"[[1808042, 1819607], [347171, 327711], [346108, 1129767], [350102, 1102727], [1098734, 345816], [332633, 1822113], [1104392, 1083928], [375785, 349622], [337916, 2474303], [1820644, 1829098, 346207], [1104306, 1069864], [358361, 376990]]",1.456388888888889,8.6875,648.1666666666666,40,25,0.02608695652173913,0_16_
1014300,6,"[[358370, 335256], [1072331, 339447], [329858, 338282], [347948, 1071048], [339991, 1073076], [342544, 1073969]]",1.3966666666666667,8.041666666666666,564.0833333333334,29,12,0.013043478260869565,0_16_
1014402,1,"[[329115, 2474425]]",2.1550000000000002,12.25,1050.0,2,2,0.002173913043478261,0_16_
1014500,3,"[[1080534, 1834487], [358854, 1128246, 349611, 342057], [348366, 1822258]]",0.9033333333333333,6.458333333333333,407.5833333333333,15,8,0.006521739130434782,0_16_
1014801,1,"[[1818957, 1063289]]",0.6,4.75,260.5,3,2,0.002173913043478261,0_16_
1014802,2,"[[1821050, 2474364], [2475712, 1095370]]",2.0675,11.625,929.25,10,4,0.004347826086956522,0_16_
1014900,5,"[[1104389, 1095763], [346996, 1078439], [350661, 345643], [1077658, 1827429, 1798536, 1801782], [1823006, 350480, 1096100]]",1.7506666666666668,8.991666666666667,626.6333333333333,27,13,0.010869565217391304,0_16_
1015001,3,"[[1083352, 335803], [1828471, 349434, 332583], [1822941, 350479]]",1.567777777777778,9.5,732.7777777777778,12,7,0.006521739130434782,0_16_
1015002,4,"[[332023, 1063570], [359468, 1130284], [1096155, 1829816], [355957, 1103099]]",1.9675,11.25,903.375,15,8,0.008695652173913044,0_16_
1015102,1,"[[349904, 1104063, 1829015]]",1.3766666666666667,7.833333333333333,518.3333333333334,4,3,0.002173913043478261,0_16_
1015301,1,"[[1102534, 1063170]]",1.8,9.25,690.5,2,2,0.002173913043478261,0_16_
1015302,5,"[[1808035, 1079643], [1820334, 1104361], [350433, 330021], [1082283, 332482], [377013, 328904]]",1.146,6.9,451.5,20,10,0.010869565217391304,0_16_
1015501,1,"[[1096146, 349531, 2475991]]",1.3233333333333333,9.0,668.6666666666666,4,3,0.002173913043478261,0_16_
1015801,2,"[[1077619, 1822331], [351707, 1080079]]",1.5699999999999998,7.75,442.25,4,4,0.004347826086956522,0_16_
1016001,6,"[[1821016, 348494], [1808185, 1082610], [345671, 1063387], [2476131, 1847533], [331469, 331362], [1097609, 2474959]]",2.6991666666666667,12.708333333333334,926.0,20,12,0.013043478260869565,0_16_
1016002,1,"[[1078998, 1831014]]",0.9,5.5,276.0,2,2,0.002173913043478261,0_16_
1016300,2,"[[1081571, 1126877], [1128794, 337469]]",2.35,12.75,1045.0,4,4,0.004347826086956522,0_16_
1016500,1,"[[347811, 1083173]]",1.4300000000000002,8.75,633.5,6,2,0.002173913043478261,0_16_
1016900,1,"[[329225, 349280]]",1.825,10.0,780.0,3,2,0.002173913043478261,0_16_
1017100,1,"[[339834, 1073960]]",1.035,5.75,305.5,4,2,0.002173913043478261,0_16_
1017300,1,"[[1834333, 349623]]",1.115,6.25,351.5,3,2,0.002173913043478261,0_16_
1017500,1,"[[338742, 350134]]",2.685,13.0,930.0,7,2,0.002173913043478261,0_16_
1017700,2,"[[384389, 2474742], [1097768, 1063984]]",3.0825,15.5,1404.25,8,4,0.004347826086956522,0_16_
1017900,1,"[[1067057, 358082]]",3.1950000000000003,16.5,1370.0,6,2,0.002173913043478261,0_16_
1018100,1,"[[350140, 1826957]]",1.0350000000000001,5.75,266.0,6,2,0.002173913043478261,0_16_
1018300,1,"[[1074826, 1126916]]",3.15,15.0,1177.5,3,2,0.002173913043478261,0_16_
1018700,1,"[[329205, 1104731]]",1.2799999999999998,7.25,478.0,4,2,0.002173913043478261,0_16_
1018900,1,"[[322830, 338892]]",1.19,6.5,390.0,2,2,0.002173913043478261,0_16_
1019300,1,"[[1829532, 1850493]]",0.75,5.25,260.5,3,2,0.002173913043478261,0_16_
1019400,1,"[[1822533, 1806843]]",1.15,8.0,613.0,3,2,0.002173913043478261,0_16_
1019500,1,"[[2475301, 333342]]",2.13,10.75,720.0,7,2,0.002173913043478261,0_16_
1019900,2,"[[336296, 1835069], [1826258, 1826104]]",1.0950000000000002,6.875,420.75,6,4,0.004347826086956522,0_16_
1020300,1,"[[1083264, 1064143]]",1.2999999999999998,6.75,405.0,3,2,0.002173913043478261,0_16_
1020901,1,"[[1827939, 330042]]",1.56,7.5,416.0,2,2,0.002173913043478261,0_16_
1022200,1,"[[1078210, 352235]]",2.27,11.5,842.5,3,2,0.002173913043478261,0_16_
1025100,1,"[[1060266, 2476082]]",3.925,14.75,900.5,2,2,0.002173913043478261,0_16_
1031703,5,"[[1821292, 1082461], [1079481, 1077657], [1077862, 341156], [349091, 1104535], [1077996, 1090089]]",1.7049999999999996,9.0,619.8,11,10,0.010869565217391304,0_16_
1031704,1,"[[342682, 317917]]",3.34,14.5,1020.0,2,2,0.002173913043478261,0_16_
1000700,1,"[[347253, 358189]]",6.43,26.5,2250.0,3,2,0.0024271844660194173,0_17_
1000900,2,"[[361368, 351006], [381398, 1799343]]",5.015000000000001,17.75,1195.75,10,4,0.0048543689320388345,0_17_
1001300,5,"[[1145788, 1161354], [344822, 352030], [1070259, 1804402], [1139210, 1802852], [1096269, 339593]]",2.097,11.55,892.3,10,10,0.012135922330097087,0_17_
1001402,1,"[[1065339, 1858839]]",0.75,5.5,329.0,2,2,0.0024271844660194173,0_17_
1001502,1,"[[366791, 1097245]]",1.3599999999999999,8.25,603.5,8,2,0.0024271844660194173,0_17_
1001800,1,"[[1139213, 1805588]]",1.85,9.0,564.0,2,2,0.0024271844660194173,0_17_
1002100,1,"[[1070446, 360896]]",0.72,6.0,374.5,3,2,0.0024271844660194173,0_17_
1003200,2,"[[1097252, 1130552], [1096149, 1064144, 352279]]",2.368333333333333,13.208333333333334,1122.5833333333335,10,5,0.0048543689320388345,0_17_
1003300,3,"[[1803788, 328917], [2475790, 329982], [1839347, 1070527]]",1.2383333333333333,7.416666666666667,503.6666666666667,8,6,0.007281553398058253,0_17_
1003601,1,"[[340539, 360891]]",2.165,10.75,750.0,2,2,0.0024271844660194173,0_17_
1003700,3,"[[361209, 1067613], [383881, 1070122], [2475140, 1128271]]",0.8000000000000002,5.5,325.0,18,6,0.007281553398058253,0_17_
1004001,1,"[[338081, 1067001]]",1.405,7.75,515.0,2,2,0.0024271844660194173,0_17_
1004200,1,"[[1065166, 337330]]",0.95,6.75,486.0,2,2,0.0024271844660194173,0_17_
1004500,4,"[[1067412, 1139216], [354194, 1067087], [360404, 1803666, 1129777], [350189, 2475368, 1128789]]",1.8066666666666666,10.145833333333334,783.375,17,10,0.009708737864077669,0_17_
1004700,1,"[[1809787, 357377]]",0.725,5.0,280.0,4,2,0.0024271844660194173,0_17_
1004800,3,"[[383619, 1064121], [366858, 1067423], [1131660, 383962]]",1.2133333333333332,7.5,515.6666666666666,12,6,0.007281553398058253,0_17_
1004900,1,"[[1805194, 345098, 1137813]]",1.6500000000000001,8.333333333333334,566.3333333333334,4,3,0.0024271844660194173,0_17_
1005000,5,"[[329107, 376171], [361429, 344504], [1095771, 2475269], [339335, 1075011], [1065205, 1131651, 1095701]]",1.2503333333333333,7.666666666666667,520.0,25,11,0.012135922330097087,0_17_
1005200,1,"[[333498, 419293]]",1.8399999999999999,9.0,630.0,3,2,0.0024271844660194173,0_17_
1005400,3,"[[1097778, 1097765], [333084, 353406], [346379, 361068]]",2.3633333333333333,11.5,862.1666666666666,12,6,0.007281553398058253,0_17_
1005501,1,"[[1075052, 1066548]]",1.5,8.5,612.0,2,2,0.0024271844660194173,0_17_
1005502,4,"[[353177, 1825653], [1161455, 1070107], [361076, 1805548, 1076878], [1097234, 1066613, 329906]]",1.7929166666666667,9.8125,751.7916666666667,17,10,0.009708737864077669,0_17_
